timestamp,total_power_w,3V7_WL_SW,3V3_SYS,1V8_SYS,DDR_VDD2,DDR_VDDQ,1V1_SYS,0V8_SW,VDD_CORE,3V3_DAC,3V3_ADC,0V8_AON,HDMI
1784698873.633952206,7.841887,0.184424,0.223520,0.369903,0.089429,0.010640,0.228648,0.298570,6.389505,0.000808,0.000607,0.003121,0.042712
1784698874.094387646,8.382423,0.220917,0.220773,0.350289,0.229178,0.025092,0.218007,0.343993,6.731043,0.000000,0.001211,0.002679,0.039241
1784698874.585330351,6.686643,0.177147,0.207091,0.402532,0.100303,0.027816,0.228420,0.291329,5.208524,0.000000,0.001415,0.002680,0.039386
1784698875.081929715,5.775083,0.238666,0.236676,0.357620,0.069988,0.011217,0.214627,0.360869,4.241214,0.000808,0.000606,0.002635,0.040157
1784698875.538069234,7.010582,0.235109,0.208134,0.341118,0.142224,0.002076,0.232962,0.368953,5.437489,0.000000,0.001213,0.003119,0.038185
1784698876.013768926,5.900387,0.184332,0.211268,0.386206,0.245089,0.015341,0.217501,0.337907,4.260240,0.000808,0.000606,0.002924,0.038165
1784698876.546164472,6.728616,0.224258,0.201798,0.390246,0.242347,0.012436,0.218941,0.295121,5.098734,0.000202,0.001213,0.002684,0.040636
1784698877.006667355,6.581929,0.173576,0.237271,0.398247,0.328296,0.015313,0.215922,0.327569,4.843370,0.000808,0.000606,0.002925,0.038026
1784698877.494461156,6.909237,0.238666,0.214041,0.352181,0.109184,0.001777,0.216065,0.346028,5.388339,0.000000,0.001213,0.002972,0.038771
1784698877.933927516,6.530988,0.162727,0.207728,0.351477,0.192160,0.001483,0.214698,0.345553,5.009317,0.000000,0.002830,0.002973,0.040042
1784698878.452723064,6.111187,0.166385,0.207613,0.364673,0.262864,0.016285,0.217935,0.366839,4.465179,0.000000,0.001213,0.002826,0.039375
1784698878.946444726,7.056145,0.170087,0.204939,0.366895,0.264614,0.004140,0.214847,0.295495,5.486842,0.000808,0.003230,0.002825,0.041423
1784698879.442367847,6.889249,0.177236,0.217466,0.374425,0.235976,0.015341,0.219014,0.302009,5.303948,0.000000,0.001415,0.002879,0.039540
1784698879.918614777,7.656967,0.159111,0.243432,0.374831,0.335755,0.020086,0.215634,0.320885,5.940877,0.000404,0.000606,0.002823,0.042523
1784698880.364448644,7.788635,0.000000,0.201237,0.359943,0.159569,0.000000,0.215634,0.361153,6.448847,0.000000,0.001415,0.002582,0.038255
1784698880.918694135,7.074709,0.000000,0.184440,0.380605,0.195967,0.007389,0.228965,0.344773,5.691390,0.000000,0.000606,0.002728,0.037846
1784698881.396713079,5.715202,0.000000,0.236940,0.385390,0.089636,0.002369,0.220092,0.366949,4.369569,0.000808,0.001415,0.002679,0.039355
1784698881.853318021,7.583757,0.177192,0.246746,0.349910,0.056972,0.004715,0.217574,0.317471,6.167800,0.000808,0.000606,0.002680,0.041283
1784698882.310516980,7.270911,0.166343,0.233499,0.352376,0.093832,0.001184,0.219014,0.307613,5.852632,0.000808,0.001415,0.002778,0.039417
1784698882.746278787,6.724355,0.180717,0.220896,0.376285,0.160168,0.020601,0.228193,0.344931,5.148197,0.000000,0.003234,0.003117,0.038016
1784698883.310506094,6.914496,0.184701,0.230513,0.376999,0.143492,0.029592,0.216784,0.362327,5.323061,0.000808,0.001617,0.002924,0.041678
1784698883.761893117,7.036353,0.000000,0.214758,0.391092,0.298851,0.022221,0.229193,0.372854,5.461036,0.000808,0.001415,0.002875,0.041250
1784698884.266131482,6.877158,0.000000,0.217041,0.392997,0.160807,0.002950,0.234885,0.287699,5.537893,0.000000,0.001415,0.002680,0.038791
1784698884.766688000,7.055360,0.000000,0.245783,0.396324,0.352415,0.020443,0.218723,0.318344,5.459386,0.000808,0.000606,0.002874,0.039654
1784698885.246314311,7.499457,0.180808,0.331437,0.433372,0.289451,0.024236,0.217140,0.357417,5.622037,0.000808,0.000606,0.003120,0.039025
1784698885.728692172,6.767673,0.173619,0.194202,0.383838,0.167860,0.008306,0.216496,0.312935,5.264115,0.000000,0.001212,0.002779,0.042311
1784698886.179448880,6.437983,0.180808,0.210974,0.397277,0.279487,0.008877,0.219801,0.362265,4.733995,0.000808,0.000606,0.002928,0.040157
1784698886.641946717,6.697796,0.173619,0.214041,0.348435,0.151344,0.010006,0.219582,0.345711,5.189360,0.000202,0.001415,0.002777,0.041304
1784698887.122191137,8.599038,0.184516,0.204483,0.381870,0.368875,0.028721,0.219014,0.365833,6.803015,0.000808,0.000606,0.002972,0.038325
1784698887.610643914,6.314538,0.003616,0.214100,0.347963,0.163610,0.029502,0.216784,0.333815,4.962014,0.000808,0.001415,0.002826,0.038085
1784698888.037483992,6.801735,0.000000,0.240320,0.359382,0.122993,0.020468,0.220019,0.319324,5.475015,0.000808,0.001415,0.003119,0.038872
1784698888.474484017,7.808533,0.000000,0.203912,0.349910,0.228193,0.011829,0.231883,0.303483,6.436577,0.000000,0.001213,0.002874,0.038659
1784698888.966480918,6.883729,0.000000,0.211092,0.373917,0.264438,0.006199,0.215777,0.292350,5.476426,0.000000,0.001213,0.002828,0.039489
1784698889.489760249,6.475922,0.000000,0.204483,0.386625,0.158386,0.002370,0.217574,0.294580,5.168596,0.000202,0.001412,0.002923,0.038771
1784698889.977489970,7.002722,0.000000,0.217284,0.392587,0.281215,0.000000,0.214413,0.338377,5.515320,0.000000,0.000606,0.002972,0.039948
1784698890.523542320,6.706732,0.000000,0.213682,0.409027,0.233657,0.018916,0.216996,0.333072,5.236933,0.000808,0.000606,0.002825,0.040210
1784698891.085121886,5.847660,0.000000,0.207613,0.384450,0.237564,0.010666,0.218070,0.356107,4.390797,0.000000,0.000606,0.002874,0.038913
1784698891.566414116,7.883279,0.000000,0.214041,0.351477,0.298364,0.029017,0.217646,0.343520,6.386801,0.000808,0.000606,0.002924,0.038075
1784698892.022074406,8.748271,0.000000,0.191286,0.348866,0.212840,0.001189,0.234118,0.321961,7.395308,0.000000,0.001213,0.002679,0.038811
1784698892.478118955,7.405854,0.184470,0.226569,0.380522,0.263597,0.008566,0.218070,0.294879,5.786475,0.000000,0.001213,0.002875,0.038618
1784698892.952876751,6.989292,0.191368,0.213921,0.401662,0.089725,0.002071,0.215993,0.317522,5.511990,0.000000,0.001212,0.003118,0.040710
1784698893.414371845,7.113951,0.184470,0.211092,0.360167,0.210313,0.003257,0.230805,0.322061,5.547522,0.000808,0.000606,0.002776,0.040074
1784698893.966133962,6.898021,0.173532,0.194202,0.345195,0.160541,0.001473,0.214990,0.343684,5.419954,0.000808,0.001211,0.003118,0.039313
1784698894.454903661,7.246806,0.177192,0.240454,0.398927,0.297476,0.029574,0.216496,0.356107,5.484409,0.000808,0.001211,0.002826,0.041326
1784698894.994247871,6.847455,0.000000,0.216677,0.376862,0.211181,0.016275,0.219509,0.345553,5.418542,0.000808,0.001213,0.002680,0.038155
1784698895.458122387,6.463966,0.000000,0.197936,0.359188,0.126271,0.005893,0.218651,0.364106,5.149565,0.000808,0.000606,0.002777,0.038165
1784698895.934250568,7.233814,0.010848,0.208424,0.354242,0.256945,0.001178,0.218079,0.319032,5.822579,0.000808,0.000606,0.002928,0.038145
1784698896.398471731,6.858453,0.000000,0.204654,0.373577,0.228965,0.008883,0.216568,0.296003,5.490152,0.000000,0.000607,0.002680,0.036364
1784698896.962550271,6.165600,0.000000,0.208250,0.350005,0.098081,0.003239,0.214413,0.288993,4.960517,0.000000,0.001415,0.002681,0.038006
1784698897.422253922,8.703236,0.000000,0.213921,0.355474,0.088644,0.000000,0.219014,0.294340,7.489635,0.000000,0.001414,0.002679,0.038115
1784698897.882094554,7.875476,0.000000,0.208192,0.350194,0.078941,0.014144,0.214990,0.312791,6.649831,0.000000,0.001415,0.003168,0.041810
1784698898.354415314,6.817582,0.000000,0.210680,0.349720,0.073243,0.034030,0.218651,0.307113,5.581039,0.000000,0.001416,0.002779,0.038911
1784698898.806483533,6.803072,0.000000,0.201237,0.376999,0.161672,0.011829,0.215205,0.298066,5.496450,0.000808,0.000606,0.002631,0.037569
1784698899.258626195,6.455134,0.000000,0.198433,0.380400,0.159410,0.003551,0.218433,0.286533,5.165645,0.000000,0.000606,0.002923,0.039200
